Campaign_ID,Company,Campaigns,Channels,Acquisition_Cost,ROI,Performance_level,Clicks,Impressions,Conversions,Conversion_Rate,Engagement_Score,Customer_Segment,Gender,Age,Location,Started_day,Duration_days,End_day,Month,Month_fullname,Mon_name
806,TechCorp,Display,Google Ads,10458,2.62,Poor,205,8675,27,0.13,7,Outdoor Adventurers,Women,25-34,Houston,2021-03-17,45,2021-05-01,3,March,Mar
807,DataTech Solutions,Email,Website,17431,4.14,Good,719,2490,36,0.05,5,Tech Enthusiasts,Men,18-24,Houston,2021-03-18,15,2021-04-02,3,March,Mar
808,Alpha Innovations,Search,Instagram,18644,5.54,Good,302,9918,18,0.06,7,Outdoor Adventurers,Both,All ages,Chicago,2021-03-19,15,2021-04-03,3,March,Mar
809,NexGen Systems,Search,Instagram,11587,4.27,Good,340,9548,3,0.01,9,Tech Enthusiasts,Women,25-34,New York,2021-03-20,15,2021-04-04,3,March,Mar
810,TechCorp,Influencer,Facebook,13552,7.52,Excellent,141,5741,7,0.05,4,Health & Wellness,Men,25-34,Chicago,2021-03-21,60,2021-05-20,3,March,Mar
811,Alpha Innovations,Email,Email,10807,4.55,Good,556,9389,44,0.08,8,Tech Enthusiasts,Men,25-34,Los Angeles,2021-03-22,15,2021-04-06,3,March,Mar
812,DataTech Solutions,Search,Website,16282,4.95,Good,166,8707,7,0.04,6,Fashionistas,Women,35-44,Miami,2021-03-23,15,2021-04-07,3,March,Mar
813,DataTech Solutions,Email,Website,9713,3.34,Poor,192,3133,2,0.01,1,Tech Enthusiasts,Both,All ages,New York,2021-03-24,45,2021-05-08,3,March,Mar
814,Alpha Innovations,Email,Facebook,13065,2.79,Poor,651,4440,13,0.02,7,Foodies,Men,25-34,Los Angeles,2021-03-25,60,2021-05-24,3,March,Mar
815,DataTech Solutions,Search,Email,19999,2.65,Poor,718,8349,65,0.09,3,Foodies,Both,All ages,Los Angeles,2021-03-26,60,2021-05-25,3,March,Mar
816,Innovate Industries,Search,Facebook,9660,7.54,Excellent,788,3668,95,0.12,10,Outdoor Adventurers,Men,25-34,Miami,2021-03-27,15,2021-04-11,3,March,Mar
817,Innovate Industries,Social Media,Website,9700,6.06,Good,450,9965,32,0.07,1,Health & Wellness,Women,25-34,Los Angeles,2021-03-28,30,2021-04-27,3,March,Mar
818,TechCorp,Influencer,Instagram,15827,7.6,Excellent,900,1021,126,0.14,6,Foodies,Men,25-34,Los Angeles,2021-03-29,45,2021-05-13,3,March,Mar
819,Alpha Innovations,Social Media,YouTube,13237,6.06,Good,282,3918,31,0.11,5,Health & Wellness,Both,All ages,Houston,2021-03-30,45,2021-05-14,3,March,Mar
820,Innovate Industries,Search,Instagram,15538,7.74,Excellent,677,5175,61,0.09,5,Health & Wellness,Men,18-24,Los Angeles,2021-03-31,30,2021-04-30,3,March,Mar
821,Alpha Innovations,Influencer,Email,9437,4.75,Good,268,8855,38,0.14,1,Fashionistas,Women,35-44,Los Angeles,2021-04-01,30,2021-05-01,4,April,Apr
822,NexGen Systems,Display,Google Ads,14540,2.36,Poor,738,8562,89,0.12,2,Health & Wellness,Men,25-34,Houston,2021-04-02,30,2021-05-02,4,April,Apr
823,TechCorp,Influencer,Facebook,13142,2.79,Poor,768,3518,61,0.08,6,Foodies,Men,18-24,Los Angeles,2021-04-03,30,2021-05-03,4,April,Apr
824,Alpha Innovations,Social Media,Google Ads,9497,4.26,Good,492,1074,69,0.14,9,Tech Enthusiasts,Women,35-44,Miami,2021-04-04,15,2021-04-19,4,April,Apr
825,TechCorp,Influencer,Website,7355,5.06,Good,432,9726,35,0.08,7,Fashionistas,Both,All ages,Miami,2021-04-05,45,2021-05-20,4,April,Apr
826,TechCorp,Social Media,Google Ads,10174,7.67,Excellent,901,2192,63,0.07,5,Outdoor Adventurers,Men,25-34,Los Angeles,2021-04-06,45,2021-05-21,4,April,Apr
827,Innovate Industries,Influencer,Google Ads,9860,4.67,Good,259,9252,31,0.12,4,Health & Wellness,Both,All ages,Los Angeles,2021-04-07,45,2021-05-22,4,April,Apr
828,TechCorp,Email,Website,6078,3.86,Poor,581,3091,52,0.09,7,Foodies,Both,All ages,Miami,2021-04-08,45,2021-05-23,4,April,Apr
829,Alpha Innovations,Influencer,Email,17577,7.7,Excellent,326,7858,39,0.12,5,Foodies,Women,25-34,Miami,2021-04-09,30,2021-05-09,4,April,Apr
830,Alpha Innovations,Display,YouTube,14444,6.57,Good,490,1983,25,0.05,3,Outdoor Adventurers,Women,35-44,Chicago,2021-04-10,30,2021-05-10,4,April,Apr
831,Alpha Innovations,Email,Email,11195,7.02,Excellent,188,3931,6,0.03,10,Fashionistas,Women,25-34,Chicago,2021-04-11,30,2021-05-11,4,April,Apr
832,NexGen Systems,Influencer,Google Ads,11898,3.24,Poor,431,9379,34,0.08,2,Outdoor Adventurers,Men,18-24,Chicago,2021-04-12,30,2021-05-12,4,April,Apr
833,Alpha Innovations,Search,Instagram,7071,7.7,Excellent,633,8139,51,0.08,7,Tech Enthusiasts,Men,18-24,Houston,2021-04-13,15,2021-04-28,4,April,Apr
834,Innovate Industries,Influencer,YouTube,13411,7.44,Excellent,531,9941,16,0.03,5,Foodies,Men,25-34,Los Angeles,2021-04-14,30,2021-05-14,4,April,Apr
835,NexGen Systems,Display,Instagram,10620,4.7,Good,745,6527,30,0.04,4,Foodies,Men,25-34,Houston,2021-04-15,60,2021-06-14,4,April,Apr
836,DataTech Solutions,Email,Email,6633,6.05,Good,876,2847,26,0.03,5,Fashionistas,Men,25-34,Miami,2021-04-16,60,2021-06-15,4,April,Apr
837,Alpha Innovations,Social Media,Google Ads,16501,5.58,Good,294,2752,44,0.15,1,Foodies,Men,25-34,Houston,2021-04-17,60,2021-06-16,4,April,Apr
838,Alpha Innovations,Display,Google Ads,6034,6.63,Good,739,9752,81,0.11,6,Fashionistas,Women,35-44,Miami,2021-04-18,30,2021-05-18,4,April,Apr
839,Innovate Industries,Email,Email,19280,3.51,Poor,695,2349,21,0.03,3,Tech Enthusiasts,Men,18-24,Miami,2021-04-19,15,2021-05-04,4,April,Apr
840,Alpha Innovations,Social Media,Website,8545,2.02,Poor,183,1872,22,0.12,8,Foodies,Women,35-44,Miami,2021-04-20,30,2021-05-20,4,April,Apr
841,Innovate Industries,Influencer,Email,12901,5.44,Good,371,9404,22,0.06,1,Outdoor Adventurers,Men,25-34,New York,2021-04-21,30,2021-05-21,4,April,Apr
842,Alpha Innovations,Email,Google Ads,5594,2.96,Poor,422,2749,13,0.03,2,Fashionistas,Women,25-34,Chicago,2021-04-22,15,2021-05-07,4,April,Apr
843,Alpha Innovations,Influencer,Facebook,17730,2.46,Poor,408,1024,41,0.1,5,Health & Wellness,Women,35-44,Chicago,2021-04-23,45,2021-06-07,4,April,Apr
844,TechCorp,Search,Instagram,9168,2.89,Poor,306,9997,9,0.03,10,Outdoor Adventurers,Men,25-34,Miami,2021-04-24,30,2021-05-24,4,April,Apr
845,Alpha Innovations,Email,Email,14492,6.68,Good,330,7555,30,0.09,9,Tech Enthusiasts,Women,35-44,Los Angeles,2021-04-25,45,2021-06-09,4,April,Apr
846,Innovate Industries,Email,Email,10251,5.52,Good,201,8342,30,0.15,6,Health & Wellness,Men,25-34,Chicago,2021-04-26,15,2021-05-11,4,April,Apr
847,DataTech Solutions,Influencer,Google Ads,6043,2.8,Poor,241,8376,17,0.07,6,Tech Enthusiasts,Women,25-34,Miami,2021-04-27,45,2021-06-11,4,April,Apr
848,NexGen Systems,Search,YouTube,5765,2.7,Poor,645,7700,6,0.01,8,Tech Enthusiasts,Women,35-44,Houston,2021-04-28,15,2021-05-13,4,April,Apr
849,Innovate Industries,Display,Email,19703,6.98,Good,277,9363,28,0.1,10,Fashionistas,Women,35-44,Miami,2021-04-29,60,2021-06-28,4,April,Apr
850,DataTech Solutions,Search,YouTube,10639,3.12,Poor,677,1818,20,0.03,10,Foodies,Men,18-24,Los Angeles,2021-04-30,15,2021-05-15,4,April,Apr
851,Alpha Innovations,Display,Facebook,11290,7.62,Excellent,898,3077,36,0.04,4,Health & Wellness,Men,18-24,Miami,2021-05-01,30,2021-05-31,5,May,May
852,Innovate Industries,Social Media,Google Ads,17511,4.4,Good,179,5460,18,0.1,2,Foodies,Women,25-34,Houston,2021-05-02,45,2021-06-16,5,May,May
853,DataTech Solutions,Social Media,Google Ads,5738,4.72,Good,277,2731,17,0.06,3,Outdoor Adventurers,Men,18-24,New York,2021-05-03,45,2021-06-17,5,May,May
854,Innovate Industries,Influencer,Facebook,10498,7.65,Excellent,863,3783,60,0.07,6,Health & Wellness,Men,18-24,Chicago,2021-05-04,45,2021-06-18,5,May,May
855,Innovate Industries,Search,Google Ads,7266,6.51,Good,689,5803,41,0.06,6,Outdoor Adventurers,Men,18-24,New York,2021-05-05,45,2021-06-19,5,May,May
856,Innovate Industries,Influencer,YouTube,6405,2.67,Poor,434,3524,61,0.14,3,Foodies,Women,25-34,Miami,2021-05-06,15,2021-05-21,5,May,May
857,Innovate Industries,Display,Instagram,10198,2.78,Poor,670,9938,7,0.01,2,Outdoor Adventurers,Men,25-34,Miami,2021-05-07,45,2021-06-21,5,May,May
858,TechCorp,Influencer,YouTube,12890,7.49,Excellent,600,5429,18,0.03,1,Foodies,Women,25-34,Los Angeles,2021-05-08,15,2021-05-23,5,May,May
859,DataTech Solutions,Influencer,Email,16318,5.07,Good,153,1163,20,0.13,6,Fashionistas,Women,35-44,New York,2021-05-09,15,2021-05-24,5,May,May
860,TechCorp,Influencer,Facebook,11025,4.51,Good,407,1278,37,0.09,2,Foodies,Women,25-34,Houston,2021-05-10,60,2021-07-09,5,May,May
861,NexGen Systems,Influencer,Instagram,6244,6.57,Good,774,1864,23,0.03,4,Foodies,Women,35-44,New York,2021-05-11,45,2021-06-25,5,May,May
862,TechCorp,Social Media,Email,15988,2.08,Poor,394,3239,51,0.13,7,Tech Enthusiasts,Both,All ages,Miami,2021-05-12,60,2021-07-11,5,May,May
863,NexGen Systems,Influencer,Website,12975,2.38,Poor,227,9318,23,0.1,5,Fashionistas,Women,25-34,Chicago,2021-05-13,60,2021-07-12,5,May,May
864,DataTech Solutions,Display,Email,5351,3.29,Poor,181,8462,11,0.06,1,Fashionistas,Men,25-34,Houston,2021-05-14,60,2021-07-13,5,May,May
865,TechCorp,Social Media,Website,8560,5.15,Good,297,6484,30,0.1,2,Outdoor Adventurers,Both,All ages,Chicago,2021-05-15,15,2021-05-30,5,May,May
866,Innovate Industries,Influencer,Google Ads,17338,5.68,Good,708,5378,92,0.13,2,Fashionistas,Men,18-24,Houston,2021-05-16,15,2021-05-31,5,May,May
867,TechCorp,Search,Facebook,17534,3.79,Poor,375,4267,49,0.13,9,Fashionistas,Women,35-44,Los Angeles,2021-05-17,45,2021-07-01,5,May,May
868,NexGen Systems,Display,Google Ads,16803,5.57,Good,371,1743,33,0.09,8,Outdoor Adventurers,Both,All ages,Los Angeles,2021-05-18,30,2021-06-17,5,May,May
869,DataTech Solutions,Social Media,YouTube,11442,3.09,Poor,740,9673,37,0.05,5,Health & Wellness,Men,25-34,New York,2021-05-19,60,2021-07-18,5,May,May
870,TechCorp,Email,Email,19434,5.26,Good,446,3227,54,0.12,6,Foodies,Men,18-24,Los Angeles,2021-05-20,30,2021-06-19,5,May,May
871,NexGen Systems,Social Media,Facebook,9447,4.75,Good,430,1845,34,0.08,2,Health & Wellness,Men,25-34,Miami,2021-05-21,45,2021-07-05,5,May,May
872,Innovate Industries,Search,Google Ads,10746,3.67,Poor,702,3192,70,0.1,6,Outdoor Adventurers,Men,25-34,Los Angeles,2021-05-22,60,2021-07-21,5,May,May
873,Alpha Innovations,Display,Website,8306,2.56,Poor,189,2951,4,0.02,6,Outdoor Adventurers,Women,25-34,Chicago,2021-05-23,45,2021-07-07,5,May,May
874,Innovate Industries,Social Media,Email,8402,2.04,Poor,191,7627,17,0.09,2,Foodies,Women,35-44,Los Angeles,2021-05-24,45,2021-07-08,5,May,May
875,Innovate Industries,Social Media,Facebook,19203,5.51,Good,990,2832,99,0.1,6,Foodies,Men,25-34,Chicago,2021-05-25,60,2021-07-24,5,May,May
876,Innovate Industries,Influencer,Instagram,17746,5.17,Good,921,5396,18,0.02,7,Tech Enthusiasts,Women,35-44,Miami,2021-05-26,60,2021-07-25,5,May,May
877,Alpha Innovations,Display,Website,12915,5.32,Good,102,9174,8,0.08,4,Fashionistas,Both,All ages,New York,2021-05-27,45,2021-07-11,5,May,May
878,Innovate Industries,Social Media,Email,18979,7.73,Excellent,431,3150,43,0.1,4,Outdoor Adventurers,Women,35-44,New York,2021-05-28,15,2021-06-12,5,May,May
879,Alpha Innovations,Display,Facebook,13999,6.39,Good,283,4078,34,0.12,6,Health & Wellness,Men,18-24,Miami,2021-05-29,30,2021-06-28,5,May,May
880,TechCorp,Email,Google Ads,8784,4.51,Good,235,9709,26,0.11,4,Outdoor Adventurers,Men,25-34,Los Angeles,2021-05-30,45,2021-07-14,5,May,May
881,TechCorp,Search,Google Ads,7866,5.42,Good,576,5231,6,0.01,3,Fashionistas,Men,25-34,Miami,2021-05-31,15,2021-06-15,5,May,May
882,NexGen Systems,Social Media,Email,15526,4.89,Good,599,3563,24,0.04,6,Tech Enthusiasts,Men,25-34,Chicago,2021-06-01,15,2021-06-16,6,June,Jun
883,Alpha Innovations,Email,Instagram,15335,5.32,Good,990,5409,20,0.02,2,Fashionistas,Women,35-44,New York,2021-06-02,15,2021-06-17,6,June,Jun
884,Alpha Innovations,Influencer,Google Ads,14198,6.31,Good,268,6734,38,0.14,3,Tech Enthusiasts,Men,25-34,Miami,2021-06-03,60,2021-08-02,6,June,Jun
885,NexGen Systems,Email,Email,15559,3.48,Poor,374,9474,52,0.14,7,Outdoor Adventurers,Both,All ages,Los Angeles,2021-06-04,45,2021-07-19,6,June,Jun
886,TechCorp,Social Media,Facebook,19309,7.29,Excellent,281,3554,20,0.07,7,Fashionistas,Men,25-34,Miami,2021-06-05,60,2021-08-04,6,June,Jun
887,DataTech Solutions,Display,Facebook,12792,2.55,Poor,202,9619,4,0.02,8,Outdoor Adventurers,Both,All ages,Los Angeles,2021-06-06,60,2021-08-05,6,June,Jun
888,TechCorp,Email,Website,5392,3.05,Poor,467,1290,42,0.09,9,Outdoor Adventurers,Women,25-34,New York,2021-06-07,45,2021-07-22,6,June,Jun
889,DataTech Solutions,Influencer,Website,10164,6.5,Good,764,3135,84,0.11,9,Foodies,Men,18-24,Miami,2021-06-08,30,2021-07-08,6,June,Jun
890,Alpha Innovations,Influencer,YouTube,17787,2.38,Poor,879,7240,44,0.05,10,Fashionistas,Women,25-34,Los Angeles,2021-06-09,45,2021-07-24,6,June,Jun
891,DataTech Solutions,Email,Facebook,19142,7.37,Excellent,907,2907,45,0.05,1,Health & Wellness,Men,25-34,Chicago,2021-06-10,15,2021-06-25,6,June,Jun
892,NexGen Systems,Email,Website,14055,3.7,Poor,771,9764,15,0.02,7,Fashionistas,Men,25-34,New York,2021-06-11,45,2021-07-26,6,June,Jun
893,Alpha Innovations,Display,Instagram,6282,6.21,Good,857,1077,69,0.08,9,Tech Enthusiasts,Men,18-24,Chicago,2021-06-12,60,2021-08-11,6,June,Jun
894,Innovate Industries,Display,Email,17569,5.84,Good,367,3392,4,0.01,3,Tech Enthusiasts,Men,18-24,New York,2021-06-13,60,2021-08-12,6,June,Jun
895,TechCorp,Display,Google Ads,15281,7.64,Excellent,337,9213,40,0.12,3,Outdoor Adventurers,Women,35-44,Miami,2021-06-14,45,2021-07-29,6,June,Jun
896,NexGen Systems,Search,Instagram,13728,2.43,Poor,744,2855,22,0.03,3,Tech Enthusiasts,Men,18-24,New York,2021-06-15,30,2021-07-15,6,June,Jun
897,TechCorp,Influencer,Instagram,15115,5.67,Good,115,4917,2,0.02,2,Outdoor Adventurers,Men,18-24,Houston,2021-06-16,30,2021-07-16,6,June,Jun
898,NexGen Systems,Email,Website,13925,3.57,Poor,853,4957,43,0.05,7,Outdoor Adventurers,Men,18-24,Houston,2021-06-17,60,2021-08-16,6,June,Jun
899,TechCorp,Display,Google Ads,8082,6.59,Good,541,1736,16,0.03,3,Outdoor Adventurers,Men,18-24,Houston,2021-06-18,60,2021-08-17,6,June,Jun
900,TechCorp,Social Media,Email,12181,2.16,Poor,117,7472,8,0.07,2,Tech Enthusiasts,Men,18-24,New York,2021-06-19,45,2021-08-03,6,June,Jun
901,Alpha Innovations,Display,YouTube,17247,5.48,Good,930,2633,28,0.03,6,Fashionistas,Men,25-34,Los Angeles,2021-06-20,15,2021-07-05,6,June,Jun
902,DataTech Solutions,Display,Google Ads,15413,4.33,Good,890,8521,62,0.07,1,Foodies,Men,25-34,Chicago,2021-06-21,15,2021-07-06,6,June,Jun
903,TechCorp,Influencer,Facebook,8993,3.0,Poor,762,7552,46,0.06,3,Outdoor Adventurers,Men,25-34,Los Angeles,2021-06-22,45,2021-08-06,6,June,Jun
904,Alpha Innovations,Display,Instagram,10172,3.3,Poor,114,5009,5,0.04,4,Outdoor Adventurers,Both,All ages,Chicago,2021-06-23,60,2021-08-22,6,June,Jun
905,NexGen Systems,Search,YouTube,18601,7.48,Excellent,383,2025,8,0.02,7,Foodies,Men,18-24,Houston,2021-06-24,60,2021-08-23,6,June,Jun
906,DataTech Solutions,Display,Facebook,9948,2.48,Poor,428,7090,56,0.13,2,Tech Enthusiasts,Women,25-34,Chicago,2021-06-25,15,2021-07-10,6,June,Jun
907,DataTech Solutions,Display,Instagram,6998,5.13,Good,254,9773,13,0.05,8,Fashionistas,Both,All ages,Chicago,2021-06-26,15,2021-07-11,6,June,Jun
908,TechCorp,Influencer,Website,19086,4.75,Good,626,3124,75,0.12,9,Fashionistas,Women,35-44,Chicago,2021-06-27,15,2021-07-12,6,June,Jun
909,NexGen Systems,Email,Instagram,19772,3.13,Poor,390,6425,47,0.12,5,Fashionistas,Men,25-34,Los Angeles,2021-06-28,45,2021-08-12,6,June,Jun
910,Alpha Innovations,Social Media,Facebook,7441,7.95,Excellent,115,6606,2,0.02,7,Foodies,Both,All ages,Los Angeles,2021-06-29,15,2021-07-14,6,June,Jun
911,DataTech Solutions,Display,Instagram,9258,7.98,Excellent,774,8037,46,0.06,4,Health & Wellness,Men,25-34,Chicago,2021-06-30,15,2021-07-15,6,June,Jun
912,NexGen Systems,Display,Facebook,19266,5.32,Good,249,6219,22,0.09,1,Health & Wellness,Both,All ages,Chicago,2021-07-01,60,2021-08-30,7,July,Jul
913,NexGen Systems,Search,Instagram,10797,5.06,Good,423,2154,63,0.15,10,Tech Enthusiasts,Both,All ages,New York,2021-07-02,45,2021-08-16,7,July,Jul
914,Alpha Innovations,Influencer,YouTube,15949,5.87,Good,607,2857,24,0.04,3,Foodies,Both,All ages,Chicago,2021-07-03,30,2021-08-02,7,July,Jul
915,TechCorp,Social Media,YouTube,11429,6.9,Good,976,8707,137,0.14,7,Fashionistas,Both,All ages,Houston,2021-07-04,45,2021-08-18,7,July,Jul
916,DataTech Solutions,Influencer,Instagram,8515,2.78,Poor,152,6533,6,0.04,10,Health & Wellness,Men,25-34,Los Angeles,2021-07-05,60,2021-09-03,7,July,Jul
917,Innovate Industries,Social Media,YouTube,11022,3.11,Poor,709,7382,71,0.1,8,Foodies,Men,25-34,Los Angeles,2021-07-06,30,2021-08-05,7,July,Jul
918,DataTech Solutions,Email,Website,17373,5.9,Good,406,9078,8,0.02,10,Health & Wellness,Women,35-44,New York,2021-07-07,45,2021-08-21,7,July,Jul
919,TechCorp,Display,Google Ads,13444,4.77,Good,143,5198,19,0.13,2,Outdoor Adventurers,Men,25-34,Chicago,2021-07-08,60,2021-09-06,7,July,Jul
920,Alpha Innovations,Social Media,Email,18267,2.71,Poor,713,2781,78,0.11,9,Fashionistas,Men,25-34,Miami,2021-07-09,60,2021-09-07,7,July,Jul
921,TechCorp,Influencer,Email,17185,5.0,Good,465,7105,23,0.05,9,Tech Enthusiasts,Men,25-34,New York,2021-07-10,45,2021-08-24,7,July,Jul
922,Innovate Industries,Search,Instagram,6168,7.47,Excellent,144,2171,7,0.05,1,Foodies,Men,18-24,Miami,2021-07-11,45,2021-08-25,7,July,Jul
923,Alpha Innovations,Display,YouTube,5415,4.65,Good,624,2430,81,0.13,2,Health & Wellness,Both,All ages,New York,2021-07-12,15,2021-07-27,7,July,Jul
924,Innovate Industries,Email,YouTube,13580,5.41,Good,614,5273,25,0.04,9,Foodies,Men,25-34,Houston,2021-07-13,45,2021-08-27,7,July,Jul
925,Innovate Industries,Social Media,YouTube,6258,4.01,Good,879,5281,79,0.09,9,Foodies,Both,All ages,Chicago,2021-07-14,60,2021-09-12,7,July,Jul
926,DataTech Solutions,Influencer,Website,17604,5.25,Good,278,9591,36,0.13,10,Health & Wellness,Both,All ages,Miami,2021-07-15,15,2021-07-30,7,July,Jul
927,DataTech Solutions,Social Media,Website,18699,4.33,Good,583,2856,17,0.03,8,Tech Enthusiasts,Men,18-24,Houston,2021-07-16,30,2021-08-15,7,July,Jul
928,NexGen Systems,Social Media,YouTube,8471,3.7,Poor,347,2133,28,0.08,8,Foodies,Men,25-34,Chicago,2021-07-17,60,2021-09-15,7,July,Jul
929,NexGen Systems,Social Media,Instagram,16294,5.41,Good,919,8709,28,0.03,2,Foodies,Women,35-44,New York,2021-07-18,45,2021-09-01,7,July,Jul
930,Alpha Innovations,Display,Website,16986,2.55,Poor,908,1968,118,0.13,9,Tech Enthusiasts,Both,All ages,New York,2021-07-19,15,2021-08-03,7,July,Jul
931,Alpha Innovations,Search,YouTube,10197,6.36,Good,292,6494,23,0.08,4,Outdoor Adventurers,Women,35-44,Houston,2021-07-20,60,2021-09-18,7,July,Jul
932,Alpha Innovations,Search,Facebook,9723,3.67,Poor,655,4817,66,0.1,6,Health & Wellness,Men,25-34,Chicago,2021-07-21,15,2021-08-05,7,July,Jul
933,Innovate Industries,Email,Website,15592,5.83,Good,262,2280,3,0.01,9,Health & Wellness,Women,25-34,Chicago,2021-07-22,60,2021-09-20,7,July,Jul
934,NexGen Systems,Search,Website,8889,4.68,Good,733,5645,66,0.09,7,Foodies,Women,35-44,Los Angeles,2021-07-23,30,2021-08-22,7,July,Jul
935,Alpha Innovations,Influencer,Website,8924,4.84,Good,831,6917,108,0.13,6,Outdoor Adventurers,Men,18-24,New York,2021-07-24,30,2021-08-23,7,July,Jul
936,Innovate Industries,Display,Google Ads,6089,2.24,Poor,690,2976,55,0.08,3,Fashionistas,Men,25-34,Miami,2021-07-25,15,2021-08-09,7,July,Jul
937,Innovate Industries,Search,Google Ads,18187,7.57,Excellent,240,7918,36,0.15,2,Foodies,Men,18-24,Los Angeles,2021-07-26,45,2021-09-09,7,July,Jul
938,Alpha Innovations,Email,Facebook,12416,3.07,Poor,547,3996,11,0.02,9,Outdoor Adventurers,Men,18-24,Chicago,2021-07-27,45,2021-09-10,7,July,Jul
939,NexGen Systems,Influencer,YouTube,6795,5.44,Good,534,6614,59,0.11,1,Tech Enthusiasts,Women,35-44,Los Angeles,2021-07-28,15,2021-08-12,7,July,Jul
940,TechCorp,Influencer,Website,18603,6.98,Good,740,1181,89,0.12,1,Foodies,Men,25-34,New York,2021-07-29,60,2021-09-27,7,July,Jul
941,Innovate Industries,Social Media,Instagram,12988,6.89,Good,198,1415,10,0.05,2,Outdoor Adventurers,Women,35-44,New York,2021-07-30,45,2021-09-13,7,July,Jul
942,Alpha Innovations,Display,Website,8505,5.77,Good,545,9721,11,0.02,2,Tech Enthusiasts,Women,25-34,Houston,2021-07-31,30,2021-08-30,7,July,Jul
943,Innovate Industries,Display,Email,8623,3.09,Poor,397,4772,60,0.15,3,Outdoor Adventurers,Both,All ages,Los Angeles,2021-08-01,15,2021-08-16,8,August,Aug
944,NexGen Systems,Display,YouTube,5699,6.41,Good,931,9604,102,0.11,9,Fashionistas,Women,35-44,New York,2021-08-02,30,2021-09-01,8,August,Aug
945,DataTech Solutions,Display,Facebook,5121,3.87,Poor,702,6887,105,0.15,1,Fashionistas,Women,35-44,Los Angeles,2021-08-03,45,2021-09-17,8,August,Aug
946,DataTech Solutions,Influencer,YouTube,5697,6.0,Good,899,5163,9,0.01,2,Health & Wellness,Women,25-34,Houston,2021-08-04,45,2021-09-18,8,August,Aug
947,Innovate Industries,Influencer,Website,11178,5.39,Good,328,8632,3,0.01,5,Fashionistas,Men,18-24,Los Angeles,2021-08-05,15,2021-08-20,8,August,Aug
948,Alpha Innovations,Search,Instagram,7000,5.9,Good,868,8308,52,0.06,7,Fashionistas,Women,25-34,Miami,2021-08-06,15,2021-08-21,8,August,Aug
949,Innovate Industries,Influencer,Email,16025,6.71,Good,398,6013,12,0.03,10,Health & Wellness,Men,18-24,Houston,2021-08-07,30,2021-09-06,8,August,Aug
950,NexGen Systems,Social Media,Email,9139,2.13,Poor,193,8708,10,0.05,1,Fashionistas,Men,25-34,Miami,2021-08-08,45,2021-09-22,8,August,Aug
951,Innovate Industries,Search,Email,16839,4.72,Good,490,4451,20,0.04,2,Health & Wellness,Both,All ages,Houston,2021-08-09,15,2021-08-24,8,August,Aug
952,TechCorp,Search,Google Ads,18860,5.1,Good,562,7982,67,0.12,8,Fashionistas,Both,All ages,Los Angeles,2021-08-10,15,2021-08-25,8,August,Aug
953,TechCorp,Social Media,Email,14402,3.47,Poor,649,6224,19,0.03,9,Fashionistas,Men,25-34,Houston,2021-08-11,30,2021-09-10,8,August,Aug
954,DataTech Solutions,Display,Google Ads,17894,4.08,Good,984,8637,59,0.06,9,Outdoor Adventurers,Women,35-44,Houston,2021-08-12,15,2021-08-27,8,August,Aug
955,DataTech Solutions,Display,Email,14100,3.58,Poor,436,3635,57,0.13,2,Outdoor Adventurers,Women,35-44,New York,2021-08-13,30,2021-09-12,8,August,Aug
956,Alpha Innovations,Social Media,Facebook,13112,7.42,Excellent,204,7184,14,0.07,3,Fashionistas,Men,18-24,Los Angeles,2021-08-14,30,2021-09-13,8,August,Aug
957,NexGen Systems,Display,Email,15918,5.29,Good,723,3125,94,0.13,10,Foodies,Women,25-34,New York,2021-08-15,60,2021-10-14,8,August,Aug
958,Innovate Industries,Influencer,Email,17455,6.33,Good,235,9746,2,0.01,7,Outdoor Adventurers,Men,18-24,Los Angeles,2021-08-16,30,2021-09-15,8,August,Aug
959,Alpha Innovations,Display,Instagram,5106,3.27,Poor,603,3439,6,0.01,10,Foodies,Women,25-34,Miami,2021-08-17,30,2021-09-16,8,August,Aug
960,Innovate Industries,Social Media,Facebook,16375,7.27,Excellent,351,1101,11,0.03,8,Tech Enthusiasts,Women,35-44,Los Angeles,2021-08-18,60,2021-10-17,8,August,Aug
961,Alpha Innovations,Search,Instagram,10335,3.19,Poor,396,7724,20,0.05,5,Tech Enthusiasts,Both,All ages,Miami,2021-08-19,60,2021-10-18,8,August,Aug
962,TechCorp,Influencer,Instagram,19515,2.39,Poor,128,3767,6,0.05,7,Outdoor Adventurers,Both,All ages,New York,2021-08-20,45,2021-10-04,8,August,Aug
963,DataTech Solutions,Search,Email,17408,4.17,Good,665,3617,93,0.14,10,Tech Enthusiasts,Women,35-44,Chicago,2021-08-21,30,2021-09-20,8,August,Aug
964,NexGen Systems,Email,Google Ads,8373,2.81,Poor,503,7287,75,0.15,5,Outdoor Adventurers,Men,18-24,Chicago,2021-08-22,15,2021-09-06,8,August,Aug
965,DataTech Solutions,Email,Instagram,18524,2.39,Poor,831,8015,125,0.15,10,Outdoor Adventurers,Men,18-24,New York,2021-08-23,45,2021-10-07,8,August,Aug
966,Alpha Innovations,Influencer,Instagram,13978,2.99,Poor,607,3336,12,0.02,5,Outdoor Adventurers,Men,18-24,Miami,2021-08-24,30,2021-09-23,8,August,Aug
